"","treatment","GP1","GP2","Akt_inh1","PKC_inh","PIP2_inh","MEK_inh","Akt_inh2","PKC_act","PKA_act","praf","pmek","plcg","PIP2","PIP3","p44.42","pakts473","PKA","PKC","P38","pjnk"
"10614","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,17.6,20.5,9.14,78.4,22.3,13.2,30.8,583,23.3,58.8,133
"10615","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,58.3,37.9,6.85,16.1,7.84,51.9,83.5,573,11.8,38.9,53.3
"10616","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,55.7,58.8,8.51,297,59.9,46.1,105,1382,23.9,60.4,250
"10617","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,31.1,23.9,7.1,76.4,16.4,25.3,50,528,10.3,42.2,50.9
"10618","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,32.8,25.7,10.6,18.6,4.33,24.8,49.1,806,11.3,21.5,35.9
"10619","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,40.3,25.9,2.35,93.9,14.5,10.9,38.5,1241,47.4,77.7,1
"10620","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,38.2,20.2,11.4,11.7,16.4,29.7,56.2,578,10.6,36.2,41.4
"10621","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,33.4,28.4,53.8,49.6,3.37,40.7,61.5,757,12.4,35.2,42.6
"10622","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,29.4,25.3,3.75,12.9,29.4,27.1,54.2,704,18.3,65.5,267
"10623","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,35.2,22.7,23.7,32.5,28.6,36.2,64.9,965,10.8,31.1,50
"10624","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,23.3,20.7,2.81,82,31.9,18.3,46.1,1310,9.39,21.5,87.4
"10625","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,19.6,26.4,6.15,11.7,2.27,3.68,12.6,48.3,15.1,30.5,45.3
"10626","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,19.8,25.5,7.5,69.8,17,23.7,77.7,3134,19.5,42.9,83.5
"10627","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,35.2,22.7,5.14,72.3,33.7,12.5,40.3,835,8.74,29.2,41.8
"10628","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,24.1,15.7,42.6,76.4,25,16.1,38.5,828,6.98,20.5,24.4
"10629","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,26.4,17.9,9.31,14.1,5.38,38.2,63.8,1037,15.3,21.9,52.8
"10630","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,25.9,25.9,19.8,271,34.3,55.7,75.7,562,16.1,47,170
"10631","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,29.7,32.2,7.7,6.98,14.1,15.8,50.5,710,19.5,72.3,132
"10632","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,38.5,24.8,6.55,11.3,1,12.7,50.9,1382,13.5,47.4,34.3
"10633","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,30.8,22.9,5.88,10.9,4.66,21.7,56.2,757,24.6,66.1,123
"10634","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,37.5,30.2,5.83,86.6,27.6,47.4,81.3,1322,6.1,31.3,39.2
"10635","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,23.7,12.3,1,154,16.4,46.6,78.4,717,13.8,40.7,78.4
"10636","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,110,73.7,5.52,114,41.8,30.5,71.7,1512,7.37,27.9,31.9
"10637","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,32.8,30,9.14,22.3,6.49,28.6,60.4,604,17.5,56.7,189
"10638","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,61,61,12.2,93.1,40.3,40,67.9,1540,11.8,25.7,67.3
"10639","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,48.7,32.5,43.7,106,41.8,7.91,34.6,843,1,54.2,8.2
"10640","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,28.4,27.1,7.99,9.47,1.01,58.8,104,799,20.4,50.5,120
"10641","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,108,89.8,7.99,94.7,40,24.4,55.2,588,11.7,31.9,71.7
"10642","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,63.2,47.8,18.3,16.3,4.83,17.5,33.4,770,11,30,47.8
"10643","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,37.5,35.5,18.1,13.9,12.5,11.3,47.4,2207,8.66,35.9,56.2
"10644","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,35.2,34.6,7.84,50.5,17,11.7,40,973,11,36.5,43.3
"10645","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,68.5,63.8,6.44,644,53.8,16.7,36.2,828,25.3,67.9,60.4
"10646","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,59.4,40,4.96,107,14.7,15.4,34.9,737,15.4,39.6,6.04
"10647","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,114,77,36.5,40,16.4,34.3,60.4,478,11.9,20.2,9.06
"10648","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,30.5,24.4,3.59,93.1,31.9,31.9,57.8,649,12.5,31.6,44.9
"10649","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,28.9,33.7,16,44.1,14.3,14.5,38.9,1334,14.9,26.4,113
"10650","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,35.2,30.5,10.3,16,1.76,14.1,37.2,685,11.5,34.3,82
"10651","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,38.2,19.6,16.8,20.5,18.1,33.1,58.8,1134,12.1,26.4,44.9
"10652","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,35.5,30.5,47.8,82.8,26.9,35.5,60.4,644,9.31,36.8,64.4
"10653","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,28.4,19.1,26.2,207,17.6,27.9,64.4,770,8.43,28.9,74.3
"10654","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,48.7,36.2,3.79,57.3,16.7,20.4,61,1526,9.65,35.2,50.5
"10655","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,88.2,57.8,51.9,32.8,23.1,19.6,55.2,1655,8.98,39.2,86.6
"10656","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,146,118,9.56,105,13.9,11.8,42.2,322,10.9,28.1,36.5
"10657","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,24.4,19.6,7.5,12.1,2.69,27.4,50.5,500,26.4,57.8,85.8
"10658","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,33.4,18.3,3.68,117,43.3,17.2,34,843,9.65,25,68.5
"10659","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,59.4,37.5,18.4,29.4,24.8,10.5,22.5,573,44.1,98.2,155
"10660","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,59.4,37.9,40.3,54.7,29.4,29.2,74.3,661,9.65,26.2,42.9
"10661","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,21.1,17.9,9.14,11.7,3.89,13.6,36.5,1197,12.2,27.1,44.5
"10662","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,32.2,16.7,11.9,143,14.7,41.8,48.3,661,31.1,75,244
"10663","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,112,94.7,4.29,110,22.3,16.3,44.1,1065,10.6,26.2,59.9
"10664","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,35.2,28.1,4.07,85.1,7.23,22.5,45.7,1134,13.7,47,69.2
"10665","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,42.6,39.2,16.3,19.3,6.21,6.92,29.7,355,20.7,50.5,71.7
"10666","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,36.5,26.9,23.9,445,67.9,27.1,73,1670,11.7,27.4,2.11
"10667","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,23.3,24.4,1,74.3,16.1,35.5,81.3,594,11,34.3,63.8
"10668","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,85.1,54.2,41,62.6,8.2,8.82,28.4,698,13.3,29.2,60.4
"10669","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,22.5,38.9,6.32,10.7,3,20.9,45.7,547,19.3,30.5,1
"10670","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,30.5,28.9,42.9,158,20.4,15.4,35.9,973,21.7,37.9,161
"10671","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,23.9,23.7,8.28,39.6,18.8,14.1,45.7,679,20.4,51.9,76.4
"10672","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,41.8,32.2,4.29,161,26.7,9.73,27.4,1219,25.9,61.5,250
"10673","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,29.4,33.7,5.99,70.4,24.8,10.7,28.6,483,24.6,87.4,161
"10674","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,31.6,18.6,31.6,50,38.5,58.3,83.5,743,10.1,34.6,61
"10675","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,54.2,46.6,8.58,13.2,7.1,16.8,70.4,1114,25.9,63.8,211
"10676","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,138,99.1,59.4,31.9,19.8,16,29.4,730,11,15.8,52.3
"10677","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,33.1,17.5,6.73,10.7,7.7,11.1,35.9,764,9.39,32.2,24.6
"10678","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,30,32.2,5,61,6.61,12.1,38.2,723,11.3,26.7,43.7
"10679","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,122,85.8,5.09,15.8,4.96,14.7,33.1,764,9.82,23.1,59.9
"10680","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,81.3,50.5,6.61,154,25,17.3,49.6,1046,19.5,46.1,96.5
"10681","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,26.4,16.8,5.57,53.3,22.7,12.6,36.5,604,16,37.2,71
"10682","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,29.7,29.4,8.28,18.6,2.29,9.06,42.9,1144,12.2,29.7,55.2
"10683","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,67.3,62.6,10.9,21.5,5.88,26.2,56.7,2091,20.9,44.1,77
"10684","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,27.9,30.8,1.95,151,6.55,20.4,50.9,973,11.8,37.2,55.7
"10685","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,110,114,67.9,96.5,30.5,25.7,63.2,1094,9.91,21.7,50
"10686","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,38.2,27.6,10.5,41.8,8.51,17.3,44.1,562,12.9,40,93.9
"10687","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,55.2,64.4,6.04,410,69.2,26.7,50,874,15.8,53.3,78.4
"10688","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,173,137,22.7,23.5,7.91,21.9,52.8,1155,9.65,19.5,34
"10689","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,48.3,33.7,15.1,26.7,1.35,18.6,45.7,667,11.3,36.2,130
"10690","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,30.8,19.8,6.92,7.43,6.32,18.6,49.6,931,26.2,55.7,103
"10691","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,28.1,20.7,35.2,67.3,12.2,18.1,41,743,27.6,64.9,85.1
"10692","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,38.5,30.8,8.51,37.9,10.8,25.7,51.9,533,18.3,48.3,46.6
"10693","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,28.6,17.6,42.6,58.8,42.9,18.8,44.1,567,9.31,34,64.4
"10694","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,26.4,18.8,6.85,17.2,16,23.1,37.2,588,10.9,35.2,41.4
"10695","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,31.6,35.9,2.67,88.2,18.4,39.6,71.7,514,8.43,27.9,40.3
"10696","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,17.8,16.3,5.28,21.1,10.3,27.6,50.5,638,10.3,34.9,50.5
"10697","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,31.3,20.9,47.8,138,34.9,28.9,57.8,890,52.8,67.9,5.23
"10698","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,176,154,5.88,8.66,6.79,27.1,63.8,737,19.6,58.8,117
"10699","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,33.1,23.7,5.28,129,16.7,40.3,82,698,9.91,42.9,64.4
"10700","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,32.8,23.7,5.99,5.78,1,9.73,17.3,191,23.7,59.4,121
"10701","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,101,82.8,79.9,403,125,25.7,44.5,655,36.5,94.7,276
"10702","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,32.8,20.2,39.2,33.1,32.5,21.5,46.6,466,11.9,30.5,47.8
"10703","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,34.3,23.3,19.8,19.3,5.78,28.6,53.3,1018,5.57,25.5,30.8
"10704","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,34,21.5,6.49,9.91,3.75,12.9,44.9,813,29.2,79.9,127
"10705","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,30.2,26.7,25,38.5,12.7,102,221,1715,13.1,45.7,153
"10706","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,35.2,28.4,9.39,8.06,11.5,16.4,49.6,2148,13.6,26.9,94.7
"10707","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,34.6,37.2,17.9,121,14.7,63.2,179,3106,9.39,23.7,38.5
"10708","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,47.8,50,10.3,12.3,3.13,22.9,57.3,922,23.1,47.8,155
"10709","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,44.1,31.6,7.7,106,16.7,20,38.2,982,11.2,31.3,30
"10710","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,75,47.8,4.66,163,10,47.8,79.9,784,31.6,82,325
"10711","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,67.3,53.8,2.19,6.73,3.25,50.5,61,931,18.9,47,66.1
"10712","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,37.2,26.9,29.4,34,33.4,20,57.3,1134,17,44.9,66.1
"10713","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,64.4,61,51.4,35.2,18.8,36.2,83.5,528,14.5,48.7,154
"10714","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,73,37.5,17.8,106,36.8,32.5,82,1762,13.2,37.5,61.5
"10715","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,93.1,51.4,6.61,108,26.9,13.6,40.3,698,34.3,102,352
"10716","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,90.6,79.1,7.04,17.2,7.84,26.7,58.8,737,9.65,20,57.8
"10717","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,36.2,22.3,2.17,56.2,14.3,18.6,42.6,898,11.2,30,65.5
"10718","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,29.4,26.2,28.4,77.7,19.5,25.9,57.8,710,10.8,23.3,28.4
"10719","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,46.6,51.9,10.9,6.85,11,19.6,51.4,858,6.1,48.3,46.1
"10720","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,30.5,31.9,50.9,118,54.2,14.7,55.7,2017,10.1,35.9,57.3
"10721","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,31.9,25.5,3.46,137,19.6,14.1,32.8,588,33.4,106,207
"10722","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,20.5,17.8,16.7,85.1,18.4,66.7,125,1582,6.85,25.9,41.4
"10723","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,23.1,20,1,77.7,29.2,50.5,83.5,704,14.2,31.1,41.8
"10724","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,20.7,28.4,1.91,118,10.5,34,64.9,655,19.1,45.3,88.2
"10725","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,146,89,38.2,115,18.8,20.5,45.3,1055,19.3,43.3,195
"10726","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,29.7,25,12.5,12.1,46.1,19.3,48.3,1000,13.9,41,63.2
"10727","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,44.5,22.1,11.7,562,77.7,22.9,47,757,14.7,37.2,50
"10728","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,22.3,18.8,50.5,76.4,42.9,17.8,43.3,914,7.84,31.9,66.7
"10729","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,36.5,20.4,7.99,12.7,12.9,19.3,37.9,588,22.5,56.2,106
"10730","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,62.6,40,1.25,188,37.5,34,67.3,1252,29.2,62.6,111
"10731","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,36.2,29.4,10.6,325,79.9,58.3,129,1459,11.1,30.5,45.3
"10732","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,50.9,38.9,108,400,137,43.3,79.1,1104,11,26.4,39.2
"10733","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,111,94.7,8.9,16.1,4.74,24.6,45.7,626,16.4,43.3,75.7
"10734","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,27.9,21.5,6.92,106,31.9,13.9,36.5,562,21.3,67.9,189
"10735","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,93.9,94.7,40.3,95.6,15.7,51.9,82,1046,10.1,33.4,38.5
"10736","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,48.3,37.2,54.7,135,75,26.2,59.9,1252,10.2,25.9,64.4
"10737","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,33.7,21.9,4.74,14.1,1.08,24.8,55.2,2072,23.5,71.7,107
"10738","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,106,71,9.91,5.57,13.6,17.2,46.1,764,16.3,31.1,57.3
"10739","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,85.1,73.7,41.4,83.5,23.1,12.3,42.2,1114,23.5,78.4,113
"10740","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,32.5,30.8,115,76.4,43.7,16.7,54.7,1685,13.1,20.4,55.7
"10741","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,81.3,71,37.9,331,60.4,10.3,45.7,1731,13.9,34.6,29.7
"10742","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,23.5,24.8,7.91,223,37.5,9.06,41,1877,9.47,35.2,43.7
"10743","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,215,231,36.8,37.5,20.7,30.2,67.3,1540,10.6,39.2,71
"10744","cd3cd28icam2u0126",0,1,0,0,0,1,0,0,0,23.1,25,11,178,50,16.7,40.7,578,9.39,18.8,56.2
"10745","cd3cd28icam2u0126",0,1,0,0,0,0,0,0,0,79.9,62.1,5.52,41.8,14.3,20.2,44.9,799,12.3,41.4,138
"10746","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,4.37,2.97,2.76,160,30.5,47,79.9,1963,12.3,16.7,14.3
"10747","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,20.4,16.8,21.5,13,3.85,3.75,14.9,346,14.3,29.7,36.5
"10748","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,20,26.7,18.6,19.6,18.4,9.65,11.5,372,27.1,81.3,139
"10749","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,3.34,9.06,32.2,179,40.7,33.1,65.5,1252,11.9,39.6,58.8
"10750","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,40.7,22.7,64.9,491,119,123,186,1407,34,88.2,109
"10751","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,26.4,18.4,6.98,8.43,17.3,38.2,59.4,483,10.6,24.4,58.8
"10752","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,26.4,18.6,6.21,126,5.62,4.45,11.8,453,27.9,55.2,99.1
"10753","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,28.1,36.5,5.62,313,62.6,85.1,154,1963,37.9,74.3,115
"10754","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,66.7,63.2,2.94,153,29.7,50,84.3,1596,15,26.9,73
"10755","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,112,65.5,16.4,13.2,26.7,35.9,52.3,1197,9.06,21.9,43.3
"10756","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,27.9,25.9,7.84,12.1,9.39,22.7,44.9,466,26.9,61,94.7
"10757","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,68.5,66.1,23.1,32.5,27.4,79.9,143,1114,61,223,302
"10758","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,16,22.9,6.79,19.8,6.32,75,205,3191,34.3,80.6,79.1
"10759","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,20.5,13.1,9.56,77,15.1,10.2,26.4,638,52.8,135,229
"10760","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,56.7,37.9,25,25.7,4.33,8.58,22.3,241,23.3,51.4,98.2
"10761","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,26.9,15.8,41.4,355,63.8,24.4,61,1310,12.4,20.2,27.1
"10762","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,202,114,5.42,16.8,16.3,42.2,80.6,1334,8.82,25,53.8
"10763","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,111,69.2,1.39,102,27.9,6.32,18.4,1407,11.9,26.7,62.6
"10764","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,79.9,67.3,3.49,6.67,14.2,34.6,87.4,791,31.3,92.2,155
"10765","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,82.8,74.3,45.3,168,42.9,6.26,20.2,750,37.9,89,164
"10766","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,36.2,22.3,4.49,72.3,11.2,33.7,60.4,1670,14.7,30.2,36.8
"10767","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,28.1,35.2,6.92,1.96,14.1,96.5,183,2091,32.8,98.2,170
"10768","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,38.9,13.2,11.7,31.1,37.5,2.39,12.1,866,13.8,20.9,30.5
"10769","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,35.9,30.5,7.77,2.27,18.3,20.9,82,1877,8.74,25.7,50.5
"10770","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,54.2,37.2,8.58,18.9,13,86.6,147,2054,10.7,10.8,38.2
"10771","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,11.3,17.6,32.2,414,98.2,54.2,127,3619,13.8,62.1,58.3
"10772","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,108,96.5,31.6,109,68.5,38.9,77.7,1640,16,43.7,50
"10773","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,28.1,15.4,2.13,22.7,16.5,8.28,25.5,615,14.2,43.7,34.9
"10774","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,44.5,43.3,21.9,403,89,37.5,82,1946,12.4,23.7,50
"10775","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,22.3,22.7,21.5,24.6,13.6,8.58,7.17,100,8.58,33.4,54.2
"10776","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,36.2,19.6,3.28,114,21.1,16.5,57.3,1009,23.3,67.3,132
"10777","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,29.4,21.3,9.31,78.4,26.2,38.5,56.7,982,8.9,17.3,29.4
"10778","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,87.4,62.6,48.3,244,85.1,33.4,52.3,750,42.2,82.8,69.2
"10779","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,49.6,47,7.84,16.7,10.9,71.7,136,1104,18.3,49.1,50.9
"10780","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,35.9,28.4,11.2,15.7,7.1,2.17,26.7,184,12,22.7,37.2
"10781","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,97.3,72.3,5.23,17.2,4.96,50,91.4,2642,7.57,26.9,33.7
"10782","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,31.6,21.5,6.98,11.9,8.28,93.1,189,1894,11.8,31.1,65.5
"10783","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,103,67.3,11.9,211,52.3,12.1,32.2,621,16.4,29.2,36.2
"10784","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,18.4,16.5,8.74,437,62.1,8.51,18.8,400,9.22,25.9,34.3
"10785","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,28.9,22.5,3.89,269,25.9,10.8,51.9,269,13.3,29.4,38.5
"10786","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,36.2,12.6,16.7,400,95.6,13.8,29.2,698,9.31,37.2,31.9
"10787","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,24.6,17.9,1.93,189,10.7,63.8,127,1540,22.9,61,98.2
"10788","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,204,188,6.67,131,38.5,11,20.9,453,61.5,157,267
"10789","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,142,81.3,13.9,392,73.7,117,202,2072,10.8,20,30.2
"10790","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,29.7,18.8,9.56,209,21.5,47.8,92.2,1999,15.4,38.2,40.7
"10791","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,31.9,21.7,36.5,355,129,25,40,542,66.1,146,225
"10792","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,64.4,64.9,9.82,153,38.5,16.8,37.5,1499,28.9,47.4,57.8
"10793","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,25.7,4.61,51.9,372,77.7,9.39,23.7,514,13.6,35.2,81.3
"10794","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,42.9,29.4,18.8,18.9,13.5,11.2,23.9,1104,16.8,26.7,57.8
"10795","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,15.3,17.6,27.4,229,14.6,80.6,133,2943,21.5,26.7,41.8
"10796","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,24.6,26.2,37.9,55.7,5.78,44.5,55.7,667,15.5,46.1,51.4
"10797","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,17.3,12.5,4.74,163,22.3,17,30.5,528,13.6,22.5,27.4
"10798","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,84.3,71,3.89,74.3,6.85,35.5,77.7,1472,16.5,53.8,66.7
"10799","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,34.9,35.5,104,806,91.4,75.7,110,1747,14.2,38.9,63.8
"10800","cd3cd28icam2ly",0,1,0,0,0,0,1,0,0,55.7,38.5,2.94,8.51,1.21,28.1,51.9,717,40.7,95.6,165
"10801","cd3cd28icam2ly",0,1,0,0,0,0,0,0,0,35.9,24.8,26.2,29.7,16.5,6.92,18.1,667,12.4,28.9,38.9
